timestamp;date;gps_x;gps_y;wifi_ssid;wifi_rssi;wifi_ap;bt_name;bt_rssi;bt_mac;app1_id;app1_name;app1_log;app1_pwc;app2_id;app2_name;app2_log;app2_pwc;app3_id;app3_name;app3_log;app3_pwc;app4_id;app4_name;app4_log;app4_pwc;app5_id;app5_name;app5_log;app5_pwc;label
8300900;08.07;457552087;212324079;H-CONT-TM;-40;192.188.0.55;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;2;743;com.tiktok;0;0;867;com.gmail;1;1;965;com.instagram;0;0;0
9000930;08.07;457489743;212263948;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;0;743;com.tiktok;1;1;867;com.gmail;0;0;965;com.instagram;0;1;0
9301000;08.07;457490042;212263518;river-brass;-80;194.68.154.166;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;1;1;743;com.tiktok;1;1;867;com.gmail;0;0;965;com.instagram;0;1;0
10001030;08.07;457490042;212263518;river-brass;-80;194.68.154.166;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;3;1;742;com.youtube;0;1;743;com.tiktok;2;1;867;com.gmail;0;0;965;com.instagram;0;0;0
10301100;08.07;457490042;212263518;river-brass;-80;194.68.154.166;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;2;3;742;com.youtube;0;1;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;0;0;0
11001130;08.07;457490042;212263518;river-brass;-70;194.68.154.166;river-posBT;-10;EA-F6-D5-9E-72-F1;467;com.discord;0;0;742;com.youtube;0;0;743;com.tiktok;0;0;867;com.gmail;2;2;965;com.instagram;0;1;0
11301200;08.07;457490042;212263518;river-brass;-80;194.68.154.166;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;1;1;743;com.tiktok;0;0;867;com.gmail;1;2;965;com.instagram;1;2;0
12001230;08.07;457471217;212254035;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;0;0;0
12301300;08.07;457337259;212057188;VOG_MLR;-60;191.197.66.19;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;0;1;0
13001330;08.07;457337259;212057188;VOG_MLR;-60;191.197.66.19;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;0;0;0
13301400;08.07;457337259;212057188;VOG_MLR;-61;191.197.66.20;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;0;0;0
14001430;08.07;457337259;212057188;VOG_MLR;-62;191.197.66.21;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;1;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;0;0;0
14301500;08.07;457337259;212057188;VOG_MLR;-63;191.197.66.22;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;1;1;867;com.gmail;0;0;965;com.instagram;0;0;0
15001530;08.07;457520392;212404239;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;0;742;com.youtube;0;0;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;1;0;0
15301600;08.07;457515558;212402010;prana_mk;-90;101.110.22.105;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;0;743;com.tiktok;0;1;867;com.gmail;0;2;965;com.instagram;0;1;0
16001630;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;0;743;com.tiktok;3;5;867;com.gmail;2;2;965;com.instagram;1;1;0
16301700;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;2;1;742;com.youtube;0;0;743;com.tiktok;2;2;867;com.gmail;0;1;965;com.instagram;0;1;0
17001730;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;2;2;743;com.tiktok;0;1;867;com.gmail;0;1;965;com.instagram;0;1;0
17301800;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;3;3;742;com.youtube;0;0;743;com.tiktok;0;1;867;com.gmail;0;1;965;com.instagram;0;1;0
18001830;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;3;3;742;com.youtube;0;0;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;2;2;0
18301900;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;0;742;com.youtube;0;0;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;2;3;0
19001930;08.07;457522197;212404708;dinar-client;-40;115.200.112.67;dinar-posBCR;-10;E5-AA-03-F8-95-6B;467;com.discord;3;3;742;com.youtube;0;0;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;1;0;0
19302000;08.07;457489889;212225040;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;0;0;0
20002030;08.07;457485698;212250604;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;2;742;com.youtube;0;1;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;0;0;0
20302100;08.07;457507726;212262069;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;0;742;com.youtube;3;3;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;0;0;0
21002130;08.07;457510383;212242368;CMO-cor;-60;154.229.117.107;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;2;4;742;com.youtube;2;5;743;com.tiktok;0;0;867;com.gmail;0;0;965;com.instagram;0;0;0
21302200;08.07;457500992;212203960;0;0;0;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;3;1;742;com.youtube;1;1;743;com.tiktok;1;2;867;com.gmail;0;0;965;com.instagram;0;0;0
22002230;08.07;457484803;212220897;manufak;-50;175.333.7.65;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;1;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;1;1;0
22302300;08.07;457484803;212220897;manufak;-50;175.333.7.65;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;1;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;2;2;0
23002330;08.07;457484803;212220897;manufak;-50;175.333.7.65;rayman-blsu;-10;FB-C1-76-FC-E8-DB;467;com.discord;0;1;742;com.youtube;0;0;743;com.tiktok;0;1;867;com.gmail;0;0;965;com.instagram;2;1;0
